t[s],U_A,U_B
-9.20326491,0.42481770,2.23548100
-9.20193091,0.42786950,2.23853300
-9.20059691,0.43092130,2.24158500
-9.19926291,0.43336280,2.24616200
-9.19792891,0.43641470,2.24921400
-9.19659491,0.43946650,2.25226600
-9.19526091,0.44190800,2.25531800
-9.19392691,0.44495990,2.25989600
-9.19259291,0.44801170,2.26294700
-9.19125891,0.45045320,2.26599900
-9.18992491,0.45350500,2.27057700
-9.18859091,0.45594650,2.27362900
-9.18725691,0.45899840,2.27668100
-9.18592291,0.46205020,2.28125900
-9.18458891,0.46449170,2.28431000
-9.18325491,0.46754360,2.28736200
-9.18192091,0.47059540,2.29041400
-9.18058691,0.47303690,2.29499200
-9.17925291,0.47608880,2.29804400
-9.17791891,0.47914060,2.30109500
-9.17658491,0.48158210,2.30567300
-9.17525091,0.48463390,2.30872500
-9.17391691,0.48768580,2.31177700
-9.17258291,0.49012730,2.31635500
-9.17124891,0.49317910,2.31940700
-9.16991491,0.49867250,2.32245900
-9.16858091,0.50172430,2.32703600
-9.16724691,0.50477610,2.33008800
-9.16591291,0.50721760,2.33314000
-9.16457891,0.51026950,2.33619200
-9.16324491,0.51332130,2.34077000
-9.16191091,0.51332130,2.34382200
